Ticket ID,Customer ID,Order ID,Customer Query,Query Category,Sentiment,Priority,Created Date,Resolution Status,Escalation Status
TKT-104527,CUST-13690,ORD-321019,I forgot my password and the reset email is not arriving. My email is samuel.vance@example.com. please assist asap.,Account,Positive,low,2026-06-17,resolved,No
TKT-104528,CUST-18266,ORD-301060,Can you provide the tracking number or link for my shipping order ORD-301060?,Shipping,Positive,low,2026-06-21,escalated,Yes
TKT-104529,CUST-11130,ORD-207164,I cannot change my username. It keeps saying invalid format. Please help.,Account,Neutral,high,2026-06-30,pending,No
TKT-104530,CUST-19466,ORD-635011,How can I delete my profile? I no longer wish to use this service. My customer name is Victor Smith.,Account,Negative,urgent,2026-06-05,resolved,No
TKT-104531,CUST-17599,ORD-686960,Can you help me debug the sync issue on iPhone 14 Pro? It shows database error ERR_INVALID_LICENSE_KEY constantly.,Technical,Neutral,medium,2026-06-04,new,No
TKT-104532,CUST-12722,ORD-830352,I am requesting a refund for order ORD-830352 since the product arrived damaged. The total amount was $129.,Billing,Positive,medium,2026-06-19,pending,No
TKT-104533,CUST-15241,ORD-447404,"My profile has been suspended for security reasons, it says error ERR_CONNECTION_TIMED_OUT. How can I unlock it?",Account,Negative,medium,2026-06-12,escalated,Yes
TKT-104534,CUST-14672,ORD-453389,I need to update my billing address from Chicago to my new home. Can you help me? please assist asap.,Billing,Neutral,low,2026-06-04,pending,No
TKT-104535,CUST-15846,ORD-757474,Does Secure Router Pro support integration with Windows Desktop? I couldn't find this spec in the manual.,Product,Positive,low,2026-06-29,in_progress,No
TKT-104536,CUST-11766,ORD-964054,The package containing my Pro Headphones X is stuck at the local hub in Wichita. Please check on it.,Shipping,Neutral,urgent,2026-06-06,pending,No
TKT-104537,CUST-19902,ORD-262858,The application screen is completely frozen on my MacBook Pro M2 after the latest update.,Technical,Negative,urgent,2026-06-11,in_progress,No
TKT-104538,CUST-13897,ORD-792774,I forgot my password and the reset email is not arriving. My email is samuel.evans@example.com.,Account,Negative,urgent,2026-06-27,in_progress,No
TKT-104539,CUST-15853,ORD-261649,My order ORD-261649 was shipped via express delivery but it's delayed. Can I get a shipping fee refund?,Shipping,Positive,low,2026-06-20,pending,No
TKT-104540,CUST-12020,ORD-820075,Why was my account charged 199? I didn't purchase anything recently. Order reference is ORD-820075. please assist asap.,Billing,Neutral,urgent,2026-06-04,escalated,Yes
TKT-104541,CUST-14055,ORD-836059,i am unable to login on my iphone 14 pro. it keeps spinning and says err_resource_not_found_404.,Technical,Negative,high,2026-06-21,new,No
TKT-104542,CUST-14684,ORD-208060,"The delivery status for order ORD-208060 says delivered, but I haven't received anything at my home in Queens.",Shipping,Neutral,high,2026-06-06,pending,No
TKT-104543,CUST-13108,ORD-188408,I am looking at Quantum Laptop 15 and wanted to know if it comes with a warranty. What does the warranty cover?,Product,Positive,medium,2026-06-06,resolved,No
TKT-104544,CUST-18765,ORD-273460,"the delivery status for order ord-273460 says delivered, but i haven't received anything at my home in houston.",Shipping,Positive,high,2026-06-11,pending,No
TKT-104545,CUST-17200,ORD-647146,The application screen is completely frozen on my iPhone 14 Pro after the latest update.,Technical,Negative,high,2026-06-23,new,No
TKT-104546,CUST-10224,ORD-337523,The package containing my Ultra Smartwatch v2 is stuck at the local hub in Miami. Please check on it.,Shipping,Negative,high,2026-06-10,in_progress,No
TKT-104547,CUST-19103,ORD-553796,Could you send me the invoice for my purchase of Eco Charging Pad? Order ID is ORD-553796.,Billing,Negative,low,2026-06-21,pending,No
TKT-104548,CUST-10773,ORD-927722,My Dell XPS 13 is throwing error ERR_AUTH_FAILED_401 when trying to connect to the server. Please help.,Technical,Positive,low,2026-06-21,escalated,Yes
TKT-104549,CUST-10352,ORD-469962,Can you tell me the physical dimensions and weight of Noise-Cancelling Bud S? I want to make sure it fits my desk.,Product,Positive,medium,2026-06-22,resolved,No
TKT-104550,CUST-19357,ORD-487267,"My profile has been suspended for security reasons, it says error ERR_INVALID_LICENSE_KEY. How can I unlock it?",Account,Neutral,high,2026-06-16,new,No
TKT-104551,CUST-11066,ORD-900979,I want to merge my old profile with my new one. Both are under Penelope Martinez.,Account,Neutral,low,2026-06-13,in_progress,No
TKT-104552,CUST-18045,ORD-719584,I forgot my password and the reset email is not arriving. My email is sam.robinson@example.com.,Account,Neutral,low,2026-06-11,resolved,No
TKT-104553,CUST-19772,ORD-924472,Is Eco Charging Pad compatible with Mac and Windows? I plan to use it on my iPhone 14 Pro.,Product,Negative,high,2026-06-03,escalated,Yes
TKT-104554,CUST-18252,ORD-549528,Is Quantum Laptop 15 currently in stock in any physical stores near Yonkers?,Product,Negative,low,2026-06-17,pending,No
TKT-104555,CUST-18488,ORD-873511,I am unable to login on my MacBook Pro M2. It keeps spinning and says ERR_RESOURCE_NOT_FOUND_404.,Technical,Negative,low,2026-06-05,new,No
TKT-104556,CUST-17612,ORD-678502,I need to update my billing address from Boston to my new home. Can you help me?,Billing,Positive,high,2026-06-14,pending,No
TKT-104557,CUST-11515,ORD-321736,What is the battery life of Ultra Smartwatch v2? Does it support fast charging on iPad Air?,Product,Positive,urgent,2026-07-01,pending,No
TKT-104558,CUST-11143,ORD-826580,my order ord-826580 was shipped via express delivery but it's delayed. can i get a shipping fee refund?,Shipping,Positive,medium,2026-06-25,resolved,No
TKT-104559,CUST-15895,ORD-989374,I want to merge my old profile with my new one. Both are under Penelope Underwood.,Account,Negative,urgent,2026-06-05,pending,No
TKT-104560,CUST-11278,ORD-461546,Can you help me debug the sync issue on Dell XPS 13? It shows database error ERR_AUTH_FAILED_401 constantly.,Technical,Neutral,urgent,2026-06-27,escalated,Yes
TKT-104561,CUST-12133,ORD-176053,"I'm trying to buy Noise-Cancelling Bud S from Seattle, but the payment keeps failing with billing code ERR_DB_TIMEOUT_504.",Billing,Positive,urgent,2026-06-10,resolved,No
TKT-104562,CUST-16895,ORD-751173,Can you help me debug the sync issue on Android Tablet? It shows database error ERR_SSL_HANDSHAKE_FAILED constantly.,Technical,Neutral,low,2026-07-01,pending,No
TKT-104563,CUST-17883,ORD-336495,"The delivery status for order ORD-336495 says delivered, but I haven't received anything at my home in Raleigh.",Shipping,Negative,low,2026-06-18,pending,No
TKT-104564,CUST-19253,ORD-235188,How long does shipping to Urbana take for the Ultra Smartwatch v2? I need it before Friday.,Shipping,Positive,urgent,2026-06-19,in_progress,No
TKT-104565,CUST-13355,ORD-619129,Where is my package? The tracking for order ORD-619129 has not updated in 3 days. It was supposed to ship to Tampa.,Shipping,Positive,low,2026-06-08,escalated,Yes
TKT-104566,CUST-12119,ORD-561091,Can you tell me the physical dimensions and weight of 4K HDR Monitor? I want to make sure it fits my desk.,Product,Neutral,medium,2026-06-09,resolved,No
TKT-104567,CUST-18559,ORD-911527,How do I configure the firmware update on the Quantum Laptop 15? I'm getting a connection failure.,Technical,Positive,medium,2026-06-18,new,No
TKT-104568,CUST-14602,ORD-598063,"Hi, I noticed a double charge of $49 on my credit card for order ORD-598063. Can you please issue a refund?",Billing,Negative,low,2026-06-26,pending,No
TKT-104569,CUST-12734,ORD-193669,Could you send me the invoice for my purchase of Pro Headphones X? Order ID is ORD-193669.,Billing,Negative,low,2026-06-09,pending,No
TKT-104570,CUST-13923,ORD-486934,How can I delete my profile? I no longer wish to use this service. My customer name is Cameron Garcia.,Account,Neutral,medium,2026-06-04,pending,No
TKT-104571,CUST-19178,ORD-715006,how can i delete my profile? i no longer wish to use this service. my customer name is emily taylor.,Account,Negative,high,2026-06-21,pending,No
TKT-104572,CUST-15687,ORD-335373,I was billed twice for my subscription. The invoice shows ORD-335373 for 199 but I only authorized one charge.,Billing,Neutral,low,2026-06-15,in_progress,No
TKT-104573,CUST-10639,ORD-173897,How do I enable two-factor authentication (2FA) on my Windows Desktop? I want to secure my account.,Account,Negative,urgent,2026-06-28,pending,No
TKT-104574,CUST-18619,ORD-822822,My card on file was charged 1499 but I cancelled my plan last week. Refund needed ASAP.,Billing,Neutral,low,2026-06-20,pending,No
TKT-104575,CUST-13858,ORD-255414,My order ORD-255414 was shipped via express delivery but it's delayed. Can I get a shipping fee refund?,Shipping,Neutral,medium,2026-06-29,resolved,No
TKT-104576,CUST-15647,ORD-803197,"I'm trying to buy Ultra Smartwatch v2 from Vancouver, but the payment keeps failing with billing code ERR_INVALID_LICENSE_KEY.",Billing,Positive,low,2026-06-03,in_progress,No
TKT-104577,CUST-17729,ORD-552669,The secure setup for Secure Router Pro fails with code ERR_RESOURCE_NOT_FOUND_404. I have tried restarting the router already.,Technical,Negative,medium,2026-06-20,escalated,Yes
TKT-104578,CUST-10096,ORD-954671,How long does shipping to Fort Worth take for the Ultra Smartwatch v2? I need it before Friday.,Shipping,Negative,urgent,2026-06-16,new,No
TKT-104579,CUST-15705,ORD-567729,Why was my account charged 349? I didn't purchase anything recently. Order reference is ORD-567729.,Billing,Negative,low,2026-06-13,resolved,No
TKT-104580,CUST-10082,ORD-192984,How can I delete my profile? I no longer wish to use this service. My customer name is Amelia Lewis.,Account,Neutral,medium,2026-06-21,pending,No
TKT-104581,CUST-16801,ORD-219213,My Android Tablet is throwing error ERR_CONNECTION_TIMED_OUT when trying to connect to the server. Please help.,Technical,Positive,urgent,2026-06-17,escalated,Yes
TKT-104582,CUST-19116,ORD-945657,I forgot my password and the reset email is not arriving. My email is chloe.thomas@example.com.,Account,Neutral,high,2026-06-22,escalated,Yes
TKT-104583,CUST-17377,ORD-670628,The software crashes on startup on my Android Tablet. It worked fine yesterday but now displays ERR_AUTH_FAILED_401.,Technical,Negative,low,2026-06-03,pending,No
TKT-104584,CUST-11347,ORD-820655,"Hi, I noticed a double charge of $49 on my credit card for order ORD-820655. Can you please issue a refund?",Billing,Negative,medium,2026-06-16,escalated,Yes
TKT-104585,CUST-19102,ORD-818112,Can you provide the tracking number or link for my shipping order ORD-818112?,Shipping,Neutral,high,2026-06-12,resolved,No
TKT-104586,CUST-17708,ORD-440992,The secure setup for Secure Router Pro fails with code ERR_AUTH_FAILED_401. I have tried restarting the router already.,Technical,Positive,low,2026-06-09,in_progress,No
TKT-104587,CUST-13130,ORD-289680,I am looking at Pro Headphones X and wanted to know if it comes with a warranty. What does the warranty cover?,Product,Negative,low,2026-06-22,escalated,Yes
TKT-104588,CUST-19866,ORD-144155,Does Ultra Smartwatch v2 support integration with iPad Air? I couldn't find this spec in the manual.,Product,Negative,high,2026-06-07,in_progress,No
TKT-104589,CUST-13730,ORD-407370,My order ORD-407370 was shipped via express delivery but it's delayed. Can I get a shipping fee refund?,Shipping,Negative,low,2026-06-15,new,No
TKT-104590,CUST-16019,ORD-771709,How do I configure the firmware update on the Eco Charging Pad? I'm getting a connection failure.,Technical,Neutral,low,2026-06-08,pending,No
TKT-104591,CUST-19186,ORD-633679,Could you send me the invoice for my purchase of Secure Router Pro? Order ID is ORD-633679.,Billing,Neutral,medium,2026-06-04,resolved,No
TKT-104592,CUST-14619,ORD-456038,I am looking at 4K HDR Monitor and wanted to know if it comes with a warranty. What does the warranty cover?,Product,Neutral,medium,2026-06-08,new,No
TKT-104593,CUST-11818,ORD-512474,The application screen is completely frozen on my Windows Desktop after the latest update.,Technical,Positive,high,2026-06-18,new,No
TKT-104594,CUST-19704,ORD-603071,How do I enable two-factor authentication (2FA) on my Android Tablet? I want to secure my account.,Account,Negative,high,2026-06-30,resolved,No
TKT-104595,CUST-17322,ORD-122704,"My profile has been suspended for security reasons, it says error ERR_INVALID_LICENSE_KEY. How can I unlock it?",Account,Neutral,urgent,2026-06-02,new,No
TKT-104596,CUST-18290,ORD-629774,I forgot my password and the reset email is not arriving. My email is daniel.davis@example.com.,Account,Neutral,high,2026-06-11,new,No
TKT-104597,CUST-13345,ORD-662039,i need to update my billing address from el paso to my new home. can you help me?,Billing,Negative,urgent,2026-06-24,in_progress,No
TKT-104598,CUST-19408,ORD-867678,My order ORD-867678 was shipped via express delivery but it's delayed. Can I get a shipping fee refund?,Shipping,Negative,low,2026-06-16,resolved,No
TKT-104599,CUST-15551,ORD-801993,I ordered Pro Headphones X but the delivery address is incorrect. Can I change it to Kansas City?,Shipping,Negative,medium,2026-06-22,escalated,Yes
TKT-104600,CUST-19795,ORD-779352,How do I clean and maintain my Pro Headphones X? The user guide doesn't explain this well.,Product,Positive,high,2026-06-29,resolved,No
TKT-104601,CUST-15313,ORD-511414,The software crashes on startup on my Dell XPS 13. It worked fine yesterday but now displays ERR_INVALID_LICENSE_KEY. please assist asap.,Technical,Neutral,medium,2026-06-11,resolved,No
TKT-104602,CUST-11521,ORD-793013,The package containing my Eco Charging Pad is stuck at the local hub in Phoenix. Please check on it.,Shipping,Positive,urgent,2026-06-29,in_progress,No
TKT-104603,CUST-16244,ORD-740639,I am requesting a refund for order ORD-740639 since the product arrived damaged. The total amount was $129.,Billing,Negative,medium,2026-06-29,in_progress,No
TKT-104604,CUST-13284,ORD-605812,Can you tell me the physical dimensions and weight of Pro Headphones X? I want to make sure it fits my desk.,Product,Neutral,low,2026-06-03,new,No
TKT-104605,CUST-13046,ORD-560225,"I'm trying to buy 4K HDR Monitor from Jacksonville, but the payment keeps failing with billing code ERR_AUTH_FAILED_401.",Billing,Negative,urgent,2026-06-25,in_progress,No
TKT-104606,CUST-10285,ORD-263729,Is Secure Router Pro compatible with Mac and Windows? I plan to use it on my Dell XPS 13.,Product,Negative,urgent,2026-06-18,in_progress,No
TKT-104607,CUST-12271,ORD-825202,My card on file was charged 599 but I cancelled my plan last week. Refund needed ASAP.,Billing,Negative,urgent,2026-06-08,escalated,Yes
TKT-104608,CUST-18421,ORD-912343,How can I delete my profile? I no longer wish to use this service. My customer name is Pat Baker.,Account,Neutral,medium,2026-06-09,new,No
TKT-104609,CUST-15887,ORD-784854,My order ORD-784854 was shipped via express delivery but it's delayed. Can I get a shipping fee refund?,Shipping,Positive,low,2026-06-26,resolved,No
TKT-104610,CUST-14237,ORD-236083,Could you send me the invoice for my purchase of Quantum Laptop 15? Order ID is ORD-236083.,Billing,Neutral,high,2026-06-12,resolved,No
TKT-104611,CUST-19010,ORD-484450,My card on file was charged 1499 but I cancelled my plan last week. Refund needed ASAP.,Billing,Neutral,urgent,2026-06-12,new,No
TKT-104612,CUST-17568,ORD-360162,Does Noise-Cancelling Bud S support integration with iPhone 14 Pro? I couldn't find this spec in the manual.,Product,Negative,low,2026-06-24,resolved,No
TKT-104613,CUST-18865,ORD-966891,Why was my account charged 299? I didn't purchase anything recently. Order reference is ORD-966891.,Billing,Positive,urgent,2026-06-03,resolved,No
TKT-104614,CUST-15092,ORD-464226,The software crashes on startup on my Dell XPS 13. It worked fine yesterday but now displays ERR_SSL_HANDSHAKE_FAILED.,Technical,Negative,medium,2026-06-12,new,No
TKT-104615,CUST-16852,ORD-229219,Is Quantum Laptop 15 compatible with Mac and Windows? I plan to use it on my Dell XPS 13.,Product,Neutral,high,2026-06-18,pending,No
TKT-104616,CUST-17537,ORD-234907,How can I delete my profile? I no longer wish to use this service. My customer name is Owen Brown.,Account,Neutral,low,2026-06-15,in_progress,No
TKT-104617,CUST-19704,ORD-603071,What is the battery life of Ultra Smartwatch v2? Does it support fast charging on MacBook Pro M2?,Product,Negative,low,2026-06-10,new,No
TKT-104618,CUST-13795,ORD-233413,How long does shipping to Kansas City take for the 4K HDR Monitor? I need it before Friday.,Shipping,Positive,high,2026-06-17,in_progress,No
TKT-104619,CUST-18365,ORD-957114,Does Ultra Smartwatch v2 support integration with iPhone 14 Pro? I couldn't find this spec in the manual.,Product,Negative,low,2026-06-29,new,No
TKT-104620,CUST-16250,ORD-561872,The secure setup for Quantum Laptop 15 fails with code ERR_AUTH_FAILED_401. I have tried restarting the router already.,Technical,Positive,urgent,2026-06-17,escalated,Yes
TKT-104621,CUST-12519,ORD-360829,I was billed twice for my subscription. The invoice shows ORD-360829 for 199 but I only authorized one charge.,Billing,Neutral,medium,2026-06-13,escalated,Yes
TKT-104622,CUST-14023,ORD-201309,Can you tell me the physical dimensions and weight of Noise-Cancelling Bud S? I want to make sure it fits my desk.,Product,Negative,medium,2026-06-16,pending,No
TKT-104623,CUST-15513,ORD-671411,I was billed twice for my subscription. The invoice shows ORD-671411 for 299 but I only authorized one charge.,Billing,Neutral,low,2026-06-02,escalated,Yes
TKT-104624,CUST-11546,ORD-973445,I received a notification that order ORD-973445 was returned to sender. Why did that happen?,Shipping,Negative,urgent,2026-06-29,pending,No
TKT-104625,CUST-19050,ORD-589317,"My profile has been suspended for security reasons, it says error ERR_AUTH_FAILED_401. How can I unlock it?",Account,Neutral,low,2026-06-04,resolved,No
TKT-104626,CUST-15529,ORD-494723,How do I configure the firmware update on the Pro Headphones X? I'm getting a connection failure.,Technical,Neutral,low,2026-07-02,escalated,Yes
TKT-104627,CUST-16145,ORD-576851,I'm experiencing slow speeds in Yonkers using Dell XPS 13. Is there an outage in my area?,Technical,Negative,medium,2026-06-04,pending,No
TKT-104628,CUST-16895,ORD-473568,I received a notification that order ORD-473568 was returned to sender. Why did that happen?,Shipping,Positive,low,2026-06-18,pending,No
TKT-104629,CUST-12469,ORD-709200,I forgot my password and the reset email is not arriving. My email is matthew.vance@example.com.,Account,Negative,urgent,2026-06-19,new,No
TKT-104630,CUST-16003,ORD-744857,I am unable to login on my iPhone 14 Pro. It keeps spinning and says ERR_SSL_HANDSHAKE_FAILED.,Technical,Positive,urgent,2026-06-05,pending,No
TKT-104631,CUST-17349,ORD-176499,I forgot my password and the reset email is not arriving. My email is casey.perez@example.com.,Account,Neutral,medium,2026-06-23,pending,No
TKT-104632,CUST-17741,ORD-287175,Is Quantum Laptop 15 compatible with Mac and Windows? I plan to use it on my iPad Air.,Product,Positive,medium,2026-06-16,resolved,No
TKT-104633,CUST-12735,ORD-836870,the software crashes on startup on my ipad air. it worked fine yesterday but now displays err_db_timeout_504.,Technical,Neutral,medium,2026-06-27,escalated,Yes
TKT-104634,CUST-13513,ORD-124053,"I'm trying to buy Ultra Smartwatch v2 from Vancouver, but the payment keeps failing with billing code ERR_RESOURCE_NOT_FOUND_404.",Billing,Neutral,medium,2026-06-21,resolved,No
TKT-104635,CUST-15299,ORD-635288,I forgot my password and the reset email is not arriving. My email is hannah.miller@example.com.,Account,Neutral,high,2026-06-15,in_progress,No
TKT-104636,CUST-12393,ORD-275351,Does Secure Router Pro support integration with iPhone 14 Pro? I couldn't find this spec in the manual.,Product,Neutral,high,2026-06-22,escalated,Yes
TKT-104637,CUST-13461,ORD-291382,"The delivery status for order ORD-291382 says delivered, but I haven't received anything at my home in Zion.",Shipping,Neutral,low,2026-06-13,escalated,Yes
TKT-104638,CUST-11353,ORD-318484,I want to merge my old profile with my new one. Both are under Samuel Thomas.,Account,Negative,urgent,2026-06-05,new,No
TKT-104639,CUST-18437,ORD-455208,"The delivery status for order ORD-455208 says delivered, but I haven't received anything at my home in Houston.",Shipping,Negative,medium,2026-06-16,in_progress,No
TKT-104640,CUST-19576,ORD-691908,I was billed twice for my subscription. The invoice shows ORD-691908 for 599 but I only authorized one charge.,Billing,Neutral,urgent,2026-06-03,pending,No
TKT-104641,CUST-12003,ORD-654281,I cannot change my username. It keeps saying invalid format. Please help.,Account,Neutral,medium,2026-06-30,escalated,Yes
TKT-104642,CUST-19058,ORD-636514,The application screen is completely frozen on my MacBook Pro M2 after the latest update.,Technical,Negative,low,2026-06-18,in_progress,No
TKT-104643,CUST-18868,ORD-758201,I cannot change my username. It keeps saying invalid format. Please help.,Account,Positive,medium,2026-06-20,pending,No
TKT-104644,CUST-14534,ORD-252326,Is Secure Router Pro compatible with Mac and Windows? I plan to use it on my iPad Air.,Product,Neutral,high,2026-06-09,new,No
TKT-104645,CUST-14630,ORD-699261,Could you send me the invoice for my purchase of Noise-Cancelling Bud S? Order ID is ORD-699261.,Billing,Negative,high,2026-06-14,resolved,No
TKT-104646,CUST-15624,ORD-144553,I am looking at Secure Router Pro and wanted to know if it comes with a warranty. What does the warranty cover?,Product,Positive,urgent,2026-06-21,in_progress,No
TKT-104647,CUST-10090,ORD-187410,I ordered Noise-Cancelling Bud S but the delivery address is incorrect. Can I change it to Wichita?,Shipping,Negative,high,2026-06-21,in_progress,No
TKT-104648,CUST-12556,ORD-266808,I want to merge my old profile with my new one. Both are under Skyler Wilson. please assist asap.,Account,Neutral,urgent,2026-06-04,resolved,No
TKT-104649,CUST-10538,ORD-494750,I need to update my billing address from Chicago to my new home. Can you help me?,Billing,Positive,urgent,2026-06-15,in_progress,No
TKT-104650,CUST-13994,ORD-420720,The package containing my Noise-Cancelling Bud S is stuck at the local hub in Wichita. Please check on it.,Shipping,Positive,low,2026-06-22,pending,No
TKT-104651,CUST-15333,ORD-999361,I am looking at Ultra Smartwatch v2 and wanted to know if it comes with a warranty. What does the warranty cover?,Product,Positive,urgent,2026-06-04,escalated,Yes
TKT-104652,CUST-19133,ORD-294113,The software crashes on startup on my Samsung Galaxy S23. It worked fine yesterday but now displays ERR_DB_TIMEOUT_504.,Technical,Negative,urgent,2026-06-28,new,No
TKT-104653,CUST-13920,ORD-564786,Is Eco Charging Pad compatible with Mac and Windows? I plan to use it on my Windows Desktop.,Product,Neutral,low,2026-06-07,in_progress,No
TKT-104654,CUST-16189,ORD-815586,I received a notification that order ORD-815586 was returned to sender. Why did that happen?,Shipping,Positive,urgent,2026-06-30,escalated,Yes
TKT-104655,CUST-18536,ORD-439908,"My profile has been suspended for security reasons, it says error ERR_SSL_HANDSHAKE_FAILED. How can I unlock it?",Account,Neutral,urgent,2026-06-14,in_progress,No
TKT-104656,CUST-19126,ORD-732326,My card on file was charged 299 but I cancelled my plan last week. Refund needed ASAP.,Billing,Positive,low,2026-06-29,resolved,No
TKT-104657,CUST-13285,ORD-113645,How can I delete my profile? I no longer wish to use this service. My customer name is Casey Quinn.,Account,Neutral,medium,2026-06-15,pending,No
TKT-104658,CUST-13666,ORD-265495,the package containing my secure router pro is stuck at the local hub in el paso. please check on it.,Shipping,Negative,urgent,2026-06-21,pending,No
TKT-104659,CUST-16590,ORD-448225,What is the battery life of Secure Router Pro? Does it support fast charging on iPhone 14 Pro?,Product,Neutral,low,2026-06-18,in_progress,No
TKT-104660,CUST-13866,ORD-188649,The application screen is completely frozen on my Windows Desktop after the latest update.,Technical,Positive,urgent,2026-06-23,in_progress,No
TKT-104661,CUST-10158,ORD-414707,"My profile has been suspended for security reasons, it says error ERR_INVALID_LICENSE_KEY. How can I unlock it?",Account,Positive,medium,2026-06-07,in_progress,No
TKT-104662,CUST-15889,ORD-528804,I am requesting a refund for order ORD-528804 since the product arrived damaged. The total amount was $49.,Billing,Positive,urgent,2026-06-22,in_progress,No
TKT-104663,CUST-12407,ORD-588656,I'm experiencing slow speeds in Wichita using iPhone 14 Pro. Is there an outage in my area? please assist asap.,Technical,Neutral,high,2026-06-27,escalated,Yes
TKT-104664,CUST-16583,ORD-488040,Could you send me the invoice for my purchase of Pro Headphones X? Order ID is ORD-488040.,Billing,Neutral,medium,2026-06-10,resolved,No
TKT-104665,CUST-11901,ORD-884360,Could you send me the invoice for my purchase of Eco Charging Pad? Order ID is ORD-884360.,Billing,Negative,high,2026-06-03,resolved,No
TKT-104666,CUST-14494,ORD-841982,I need to update my billing address from Jacksonville to my new home. Can you help me?,Billing,Neutral,low,2026-06-22,new,No
TKT-104667,CUST-13074,ORD-754006,"I'm trying to buy Quantum Laptop 15 from Wichita, but the payment keeps failing with billing code ERR_CONNECTION_TIMED_OUT.",Billing,Positive,high,2026-06-15,in_progress,No
TKT-104668,CUST-10504,ORD-563962,i'm experiencing slow speeds in austin using ipad air. is there an outage in my area?,Technical,Positive,low,2026-06-14,pending,No
TKT-104669,CUST-12167,ORD-822029,My order ORD-822029 was shipped via express delivery but it's delayed. Can I get a shipping fee refund? please assist asap.,Shipping,Negative,high,2026-06-07,pending,No
TKT-104670,CUST-13156,ORD-585135,i need to change my registered email from matthew.vance@example.com to another address.,Account,Positive,high,2026-06-03,resolved,No
TKT-104671,CUST-15095,ORD-691800,What is the battery life of Quantum Laptop 15? Does it support fast charging on Samsung Galaxy S23?,Product,Negative,medium,2026-06-06,new,No
TKT-104672,CUST-18195,ORD-454124,I received a notification that order ORD-454124 was returned to sender. Why did that happen?,Shipping,Positive,low,2026-07-01,resolved,No
TKT-104673,CUST-11111,ORD-367242,"My profile has been suspended for security reasons, it says error ERR_AUTH_FAILED_401. How can I unlock it?",Account,Negative,medium,2026-06-27,pending,No
TKT-104674,CUST-11351,ORD-505028,"My profile has been suspended for security reasons, it says error ERR_SSL_HANDSHAKE_FAILED. How can I unlock it?",Account,Positive,medium,2026-06-23,in_progress,No
TKT-104675,CUST-11017,ORD-533932,Does Quantum Laptop 15 support integration with iPhone 14 Pro? I couldn't find this spec in the manual.,Product,Neutral,high,2026-06-24,resolved,No
TKT-104676,CUST-15239,ORD-658913,The secure setup for Secure Router Pro fails with code ERR_DB_TIMEOUT_504. I have tried restarting the router already.,Technical,Negative,urgent,2026-06-28,new,No
TKT-104677,CUST-12257,ORD-697165,"Hi, I noticed a double charge of $599 on my credit card for order ORD-697165. Can you please issue a refund?",Billing,Negative,low,2026-06-04,in_progress,No
TKT-104678,CUST-10091,ORD-169187,I am requesting a refund for order ORD-169187 since the product arrived damaged. The total amount was $199.,Billing,Neutral,medium,2026-07-02,pending,No
TKT-104679,CUST-17871,ORD-846079,Can you help me debug the sync issue on MacBook Pro M2? It shows database error ERR_RESOURCE_NOT_FOUND_404 constantly.,Technical,Positive,low,2026-06-13,pending,No
TKT-104680,CUST-18056,ORD-187996,The software crashes on startup on my Dell XPS 13. It worked fine yesterday but now displays ERR_DB_TIMEOUT_504.,Technical,Positive,urgent,2026-06-27,new,No
TKT-104681,CUST-10370,ORD-577222,I am looking at Noise-Cancelling Bud S and wanted to know if it comes with a warranty. What does the warranty cover?,Product,Negative,urgent,2026-06-15,pending,No
TKT-104682,CUST-16135,ORD-972750,What is the battery life of Noise-Cancelling Bud S? Does it support fast charging on Android Tablet?,Product,Positive,medium,2026-06-12,new,No
TKT-104683,CUST-12505,ORD-788054,I am requesting a refund for order ORD-788054 since the product arrived damaged. The total amount was $199.,Billing,Negative,medium,2026-06-17,in_progress,No
TKT-104684,CUST-17625,ORD-780052,Is Secure Router Pro compatible with Mac and Windows? I plan to use it on my Dell XPS 13.,Product,Negative,urgent,2026-06-27,escalated,Yes
TKT-104685,CUST-14288,ORD-435538,I want to compare Eco Charging Pad with other models. What are the key advantages of this version?,Product,Neutral,low,2026-06-30,pending,No
TKT-104686,CUST-12961,ORD-341820,I forgot my password and the reset email is not arriving. My email is xavier.smith@example.com.,Account,Neutral,low,2026-06-03,resolved,No
TKT-104687,CUST-11955,ORD-775967,i need to update my billing address from gary to my new home. can you help me?,Billing,Negative,high,2026-06-05,escalated,Yes
TKT-104688,CUST-13942,ORD-537750,Can you provide the tracking number or link for my shipping order ORD-537750?,Shipping,Positive,urgent,2026-06-12,escalated,Yes
TKT-104689,CUST-11856,ORD-599607,i need to update my billing address from vancouver to my new home. can you help me?,Billing,Negative,low,2026-06-15,escalated,Yes
TKT-104690,CUST-17435,ORD-523824,"My profile has been suspended for security reasons, it says error ERR_INVALID_LICENSE_KEY. How can I unlock it?",Account,Positive,medium,2026-06-03,in_progress,No
TKT-104691,CUST-14462,ORD-558890,Does Noise-Cancelling Bud S support integration with Windows Desktop? I couldn't find this spec in the manual.,Product,Neutral,urgent,2026-06-06,escalated,Yes
TKT-104692,CUST-16104,ORD-980195,My order ORD-980195 was shipped via express delivery but it's delayed. Can I get a shipping fee refund?,Shipping,Neutral,high,2026-07-02,pending,No
TKT-104693,CUST-16609,ORD-590536,How do I enable two-factor authentication (2FA) on my Android Tablet? I want to secure my account.,Account,Neutral,urgent,2026-06-29,in_progress,No
