Order ID,Customer ID,Product Name,Product Category,Order Date,Order Amount,Payment Status,Delivery Status,Expected Delivery Date,Refund Status,Warranty Status
ORD-606188,CUST-14527,4K HDR Monitor,Display,2025-08-15,599,Processing Refund,Not Shipped,2025-08-20,Processing,Active
ORD-424896,CUST-14527,Pro Headphones X,Audio,2025-08-13,299,Paid,Delivered,2025-08-18,None,Active
ORD-126735,CUST-14528,4K HDR Monitor,Display,2025-08-09,599,Refunded,Not Shipped,2025-08-15,Completed,Active
ORD-336442,CUST-14528,Secure Router Pro,Networking,2025-08-18,199,Paid,Cancelled,2025-08-22,None,Active
ORD-446922,CUST-14528,Quantum Laptop 15,Computing,2025-08-03,1499,Processing Refund,Delivered,2025-08-09,Processing,Active
ORD-184126,CUST-14529,Noise-Cancelling Bud S,Audio,2024-02-16,129,Unpaid,In Transit,2024-02-22,None,Expired
ORD-892929,CUST-14529,Noise-Cancelling Bud S,Audio,2024-02-19,129,Unpaid,Delivered,2024-02-24,None,Expired
ORD-289976,CUST-14529,Noise-Cancelling Bud S,Audio,2024-02-07,129,Processing Refund,Delivered,2024-02-14,Processing,Expired
ORD-319602,CUST-14529,4K HDR Monitor,Display,2024-02-19,599,Paid,Delivered,2024-02-24,None,Expired
ORD-469565,CUST-14529,Secure Router Pro,Networking,2024-02-07,199,Unpaid,Delivered,2024-02-10,None,Expired
ORD-515881,CUST-14530,Noise-Cancelling Bud S,Audio,2024-02-12,129,Refunded,Cancelled,2024-02-15,Completed,Expired
ORD-151993,CUST-14530,Pro Headphones X,Audio,2024-02-18,299,Processing Refund,Cancelled,2024-02-24,Processing,Expired
ORD-164001,CUST-14530,Pro Headphones X,Audio,2024-02-18,299,Paid,Delivered,2024-02-22,None,Expired
ORD-667167,CUST-14530,Quantum Laptop 15,Computing,2024-02-16,1499,Paid,Delivered,2024-02-22,None,Expired
ORD-230032,CUST-14530,4K HDR Monitor,Display,2024-02-15,599,Refunded,Not Shipped,2024-02-21,Completed,Expired
ORD-357336,CUST-14531,Pro Headphones X,Audio,2023-12-11,299,Paid,Not Shipped,2023-12-14,None,Expired
ORD-513740,CUST-14531,4K HDR Monitor,Display,2023-12-22,599,Paid,Delivered,2023-12-25,None,Expired
ORD-757688,CUST-14531,Noise-Cancelling Bud S,Audio,2023-12-25,129,Unpaid,Cancelled,2024-01-01,None,Expired
ORD-908903,CUST-14531,4K HDR Monitor,Display,2023-12-12,599,Unpaid,Delivered,2023-12-17,None,Expired
ORD-966837,CUST-14532,Eco Charging Pad,Accessories,2026-03-09,49,Unpaid,Delivered,2026-03-14,None,No Warranty
ORD-553538,CUST-14532,Ultra Smartwatch v2,Wearables,2026-03-21,349,Paid,Delivered,2026-03-26,None,Active
ORD-672542,CUST-14533,Secure Router Pro,Networking,2024-07-15,199,Refunded,Not Shipped,2024-07-22,Completed,Expired
ORD-252326,CUST-14534,Secure Router Pro,Networking,2024-12-26,199,Paid,In Transit,2025-01-01,None,Expired
ORD-165766,CUST-14535,Ultra Smartwatch v2,Wearables,2026-06-16,349,Paid,Delivered,2026-06-21,None,Active
ORD-499019,CUST-14535,Secure Router Pro,Networking,2026-06-08,199,Paid,Delivered,2026-06-12,None,Active
ORD-130648,CUST-14535,Eco Charging Pad,Accessories,2026-06-20,49,Paid,Not Shipped,2026-06-24,None,No Warranty
ORD-126838,CUST-14535,Ultra Smartwatch v2,Wearables,2026-06-02,349,Paid,Cancelled,2026-06-05,None,Active
ORD-461333,CUST-14535,Secure Router Pro,Networking,2026-06-10,199,Paid,In Transit,2026-06-13,None,Active
ORD-409213,CUST-14536,Secure Router Pro,Networking,2026-05-07,199,Processing Refund,Not Shipped,2026-05-14,Processing,Active
ORD-428907,CUST-14536,Ultra Smartwatch v2,Wearables,2026-05-06,349,Processing Refund,Cancelled,2026-05-12,Processing,Active
ORD-970358,CUST-14536,4K HDR Monitor,Display,2026-04-23,599,Paid,Delivered,2026-04-27,None,Active
ORD-325222,CUST-14537,Pro Headphones X,Audio,2026-05-17,299,Paid,Cancelled,2026-05-22,None,Active
ORD-465384,CUST-14537,Pro Headphones X,Audio,2026-05-19,299,Refunded,Not Shipped,2026-05-25,Completed,Active
ORD-290077,CUST-14537,Noise-Cancelling Bud S,Audio,2026-05-17,129,Paid,Delivered,2026-05-23,None,Active
ORD-561610,CUST-14537,4K HDR Monitor,Display,2026-05-14,599,Paid,Cancelled,2026-05-21,None,Active
ORD-140553,CUST-14537,Noise-Cancelling Bud S,Audio,2026-05-15,129,Refunded,In Transit,2026-05-20,Completed,Active
ORD-989040,CUST-14538,Quantum Laptop 15,Computing,2025-09-09,1499,Paid,Cancelled,2025-09-12,None,Active
ORD-293466,CUST-14538,4K HDR Monitor,Display,2025-09-21,599,Paid,Delivered,2025-09-27,None,Active
ORD-844027,CUST-14538,Secure Router Pro,Networking,2025-09-16,199,Processing Refund,Delivered,2025-09-20,Processing,Active
ORD-729498,CUST-14539,Noise-Cancelling Bud S,Audio,2024-09-01,129,Paid,Delivered,2024-09-05,None,Expired
ORD-859317,CUST-14539,Noise-Cancelling Bud S,Audio,2024-09-05,129,Paid,Delivered,2024-09-11,None,Expired
ORD-238197,CUST-14539,Noise-Cancelling Bud S,Audio,2024-09-08,129,Paid,Delivered,2024-09-13,None,Expired
ORD-279509,CUST-14539,Secure Router Pro,Networking,2024-09-11,199,Paid,Not Shipped,2024-09-14,None,Expired
ORD-253410,CUST-14540,Noise-Cancelling Bud S,Audio,2024-05-21,129,Paid,Delivered,2024-05-26,None,Expired
ORD-719985,CUST-14540,Noise-Cancelling Bud S,Audio,2024-05-18,129,Paid,Cancelled,2024-05-22,None,Expired
ORD-353303,CUST-14540,Noise-Cancelling Bud S,Audio,2024-05-25,129,Paid,Delivered,2024-06-01,None,Expired
ORD-454476,CUST-14540,Quantum Laptop 15,Computing,2024-05-30,1499,Paid,Not Shipped,2024-06-06,None,Expired
ORD-503066,CUST-14540,Noise-Cancelling Bud S,Audio,2024-06-01,129,Paid,Delivered,2024-06-04,None,Expired
ORD-155269,CUST-14541,Quantum Laptop 15,Computing,2025-01-09,1499,Paid,Cancelled,2025-01-13,None,Expired
ORD-475403,CUST-14541,Noise-Cancelling Bud S,Audio,2024-12-25,129,Paid,In Transit,2024-12-31,None,Expired
ORD-992004,CUST-14542,Ultra Smartwatch v2,Wearables,2023-11-09,349,Paid,Delivered,2023-11-14,None,Expired
ORD-431717,CUST-14542,Ultra Smartwatch v2,Wearables,2023-11-02,349,Paid,Cancelled,2023-11-06,None,Expired
ORD-467127,CUST-14542,Quantum Laptop 15,Computing,2023-11-16,1499,Paid,Not Shipped,2023-11-21,None,Expired
ORD-609922,CUST-14542,4K HDR Monitor,Display,2023-11-04,599,Paid,Delivered,2023-11-08,None,Expired
ORD-834364,CUST-14542,Pro Headphones X,Audio,2023-11-14,299,Paid,Cancelled,2023-11-19,None,Expired
ORD-767402,CUST-14543,Noise-Cancelling Bud S,Audio,2024-04-27,129,Paid,Cancelled,2024-04-30,None,Expired
ORD-670193,CUST-14543,Secure Router Pro,Networking,2024-05-05,199,Paid,Cancelled,2024-05-08,None,Expired
ORD-931170,CUST-14543,Ultra Smartwatch v2,Wearables,2024-05-03,349,Paid,Delivered,2024-05-10,None,Expired
ORD-148101,CUST-14544,Pro Headphones X,Audio,2025-08-07,299,Paid,Cancelled,2025-08-11,None,Active
ORD-254516,CUST-14544,Noise-Cancelling Bud S,Audio,2025-07-29,129,Processing Refund,In Transit,2025-08-03,Processing,Active
ORD-875131,CUST-14544,Ultra Smartwatch v2,Wearables,2025-08-02,349,Paid,In Transit,2025-08-06,None,Active
ORD-305956,CUST-14544,Eco Charging Pad,Accessories,2025-07-22,49,Paid,Cancelled,2025-07-25,None,No Warranty
ORD-891466,CUST-14545,Quantum Laptop 15,Computing,2025-06-21,1499,Paid,Not Shipped,2025-06-27,None,Expired
ORD-877289,CUST-14545,Eco Charging Pad,Accessories,2025-06-19,49,Processing Refund,In Transit,2025-06-24,Processing,No Warranty
ORD-781950,CUST-14545,4K HDR Monitor,Display,2025-06-24,599,Paid,Not Shipped,2025-06-28,None,Expired
ORD-701344,CUST-14546,Eco Charging Pad,Accessories,2026-03-24,49,Paid,In Transit,2026-03-29,None,No Warranty
ORD-320482,CUST-14546,Noise-Cancelling Bud S,Audio,2026-03-15,129,Paid,Delivered,2026-03-19,None,Active
ORD-835851,CUST-14546,Ultra Smartwatch v2,Wearables,2026-03-19,349,Paid,In Transit,2026-03-25,None,Active
ORD-827985,CUST-14546,Quantum Laptop 15,Computing,2026-03-24,1499,Unpaid,Delivered,2026-03-30,None,Active
ORD-550767,CUST-14547,Noise-Cancelling Bud S,Audio,2024-04-24,129,Paid,In Transit,2024-04-29,None,Expired
ORD-488649,CUST-14547,Pro Headphones X,Audio,2024-04-17,299,Paid,Delivered,2024-04-21,None,Expired
ORD-229052,CUST-14547,4K HDR Monitor,Display,2024-04-10,599,Paid,Cancelled,2024-04-17,None,Expired
ORD-622462,CUST-14547,Pro Headphones X,Audio,2024-04-21,299,Paid,Cancelled,2024-04-26,None,Expired
ORD-668167,CUST-14548,Secure Router Pro,Networking,2024-04-12,199,Refunded,In Transit,2024-04-15,Completed,Expired
ORD-303596,CUST-14548,Secure Router Pro,Networking,2024-04-05,199,Paid,Cancelled,2024-04-10,None,Expired
ORD-355217,CUST-14548,Eco Charging Pad,Accessories,2024-04-14,49,Paid,Delivered,2024-04-18,None,No Warranty
ORD-386169,CUST-14549,Quantum Laptop 15,Computing,2025-04-01,1499,Paid,Delivered,2025-04-06,None,Expired
ORD-380751,CUST-14549,Ultra Smartwatch v2,Wearables,2025-03-30,349,Paid,Delivered,2025-04-04,None,Expired
ORD-991037,CUST-14549,Noise-Cancelling Bud S,Audio,2025-04-07,129,Paid,Not Shipped,2025-04-14,None,Expired
ORD-256717,CUST-14549,Secure Router Pro,Networking,2025-04-11,199,Paid,Cancelled,2025-04-15,None,Expired
ORD-951563,CUST-14550,Ultra Smartwatch v2,Wearables,2025-04-16,349,Paid,Not Shipped,2025-04-22,None,Expired
ORD-751174,CUST-14550,Ultra Smartwatch v2,Wearables,2025-04-17,349,Paid,Delivered,2025-04-21,None,Expired
ORD-259429,CUST-14551,Pro Headphones X,Audio,2024-04-07,299,Unpaid,Delivered,2024-04-13,None,Expired
ORD-375616,CUST-14551,4K HDR Monitor,Display,2024-04-02,599,Paid,Not Shipped,2024-04-07,None,Expired
ORD-687903,CUST-14552,Noise-Cancelling Bud S,Audio,2024-01-29,129,Unpaid,Delivered,2024-02-01,None,Expired
ORD-740645,CUST-14552,Eco Charging Pad,Accessories,2024-01-25,49,Paid,Delivered,2024-01-29,None,No Warranty
ORD-233468,CUST-14553,4K HDR Monitor,Display,2024-07-26,599,Processing Refund,Delivered,2024-07-29,Processing,Expired
ORD-683054,CUST-14553,Noise-Cancelling Bud S,Audio,2024-08-04,129,Refunded,Delivered,2024-08-10,Completed,Expired
ORD-151057,CUST-14553,Pro Headphones X,Audio,2024-07-24,299,Paid,Not Shipped,2024-07-28,None,Expired
ORD-314755,CUST-14554,Pro Headphones X,Audio,2025-09-05,299,Unpaid,Delivered,2025-09-08,None,Active
ORD-271971,CUST-14554,Pro Headphones X,Audio,2025-09-15,299,Paid,Delivered,2025-09-19,None,Active
ORD-164641,CUST-14555,Ultra Smartwatch v2,Wearables,2026-05-13,349,Processing Refund,Cancelled,2026-05-18,Processing,Active
ORD-207248,CUST-14555,Quantum Laptop 15,Computing,2026-05-09,1499,Processing Refund,Cancelled,2026-05-14,Processing,Active
ORD-630803,CUST-14555,Ultra Smartwatch v2,Wearables,2026-05-24,349,Refunded,Delivered,2026-05-28,Completed,Active
ORD-786776,CUST-14555,4K HDR Monitor,Display,2026-05-28,599,Paid,Delivered,2026-06-02,None,Active
ORD-138883,CUST-14555,Secure Router Pro,Networking,2026-05-24,199,Unpaid,Delivered,2026-05-29,None,Active
ORD-488205,CUST-14556,Secure Router Pro,Networking,2025-01-14,199,Paid,In Transit,2025-01-21,None,Expired
ORD-775554,CUST-14556,Noise-Cancelling Bud S,Audio,2025-01-04,129,Paid,In Transit,2025-01-07,None,Expired
ORD-132116,CUST-14556,Secure Router Pro,Networking,2025-01-05,199,Paid,Not Shipped,2025-01-08,None,Expired
ORD-308006,CUST-14556,Pro Headphones X,Audio,2025-01-17,299,Paid,Delivered,2025-01-23,None,Expired
ORD-974337,CUST-14557,4K HDR Monitor,Display,2023-11-18,599,Paid,Delivered,2023-11-22,None,Expired
ORD-133233,CUST-14558,Pro Headphones X,Audio,2024-11-27,299,Paid,Cancelled,2024-12-04,None,Expired
ORD-157550,CUST-14558,Eco Charging Pad,Accessories,2024-11-19,49,Processing Refund,Delivered,2024-11-24,Processing,No Warranty
ORD-598735,CUST-14558,4K HDR Monitor,Display,2024-11-24,599,Paid,Delivered,2024-11-28,None,Expired
ORD-337053,CUST-14558,Pro Headphones X,Audio,2024-11-20,299,Paid,In Transit,2024-11-23,None,Expired
ORD-447272,CUST-14559,Eco Charging Pad,Accessories,2025-01-12,49,Processing Refund,Cancelled,2025-01-15,Processing,No Warranty
ORD-603157,CUST-14559,Quantum Laptop 15,Computing,2025-01-29,1499,Processing Refund,In Transit,2025-02-01,Processing,Expired
ORD-118008,CUST-14560,Pro Headphones X,Audio,2025-06-18,299,Unpaid,Delivered,2025-06-21,None,Expired
ORD-955925,CUST-14560,Eco Charging Pad,Accessories,2025-06-24,49,Paid,Cancelled,2025-06-30,None,No Warranty
ORD-229306,CUST-14561,Secure Router Pro,Networking,2025-03-10,199,Refunded,Delivered,2025-03-17,Completed,Expired
ORD-203254,CUST-14562,Pro Headphones X,Audio,2026-01-26,299,Paid,Delivered,2026-02-01,None,Active
ORD-676147,CUST-14562,Secure Router Pro,Networking,2026-01-28,199,Unpaid,Cancelled,2026-02-04,None,Active
ORD-281414,CUST-14562,Noise-Cancelling Bud S,Audio,2026-02-03,129,Paid,Delivered,2026-02-08,None,Active
ORD-746706,CUST-14562,Quantum Laptop 15,Computing,2026-01-30,1499,Processing Refund,Delivered,2026-02-02,Processing,Active
ORD-518275,CUST-14563,Quantum Laptop 15,Computing,2024-02-08,1499,Paid,In Transit,2024-02-15,None,Expired
ORD-311853,CUST-14563,Eco Charging Pad,Accessories,2024-02-07,49,Paid,In Transit,2024-02-12,None,No Warranty
ORD-623066,CUST-14563,Ultra Smartwatch v2,Wearables,2024-02-16,349,Paid,Not Shipped,2024-02-20,None,Expired
ORD-942229,CUST-14563,Ultra Smartwatch v2,Wearables,2024-01-30,349,Processing Refund,Delivered,2024-02-02,Processing,Expired
ORD-360572,CUST-14563,Eco Charging Pad,Accessories,2024-02-11,49,Unpaid,Not Shipped,2024-02-14,None,No Warranty
ORD-709204,CUST-14564,Quantum Laptop 15,Computing,2025-04-06,1499,Processing Refund,Delivered,2025-04-09,Processing,Expired
ORD-864117,CUST-14564,Pro Headphones X,Audio,2025-03-28,299,Processing Refund,Not Shipped,2025-04-02,Processing,Expired
ORD-157434,CUST-14564,4K HDR Monitor,Display,2025-04-06,599,Paid,Delivered,2025-04-11,None,Expired
ORD-603861,CUST-14564,Eco Charging Pad,Accessories,2025-04-05,49,Paid,Cancelled,2025-04-12,None,No Warranty
ORD-172082,CUST-14564,Noise-Cancelling Bud S,Audio,2025-04-05,129,Unpaid,In Transit,2025-04-11,None,Expired
ORD-893645,CUST-14565,Eco Charging Pad,Accessories,2026-03-14,49,Refunded,Delivered,2026-03-20,Completed,No Warranty
ORD-767145,CUST-14566,Noise-Cancelling Bud S,Audio,2026-01-10,129,Paid,Not Shipped,2026-01-15,None,Active
ORD-260465,CUST-14566,Pro Headphones X,Audio,2025-12-31,299,Refunded,In Transit,2026-01-06,Completed,Active
ORD-327877,CUST-14566,Eco Charging Pad,Accessories,2025-12-29,49,Paid,In Transit,2026-01-04,None,No Warranty
ORD-495957,CUST-14567,Quantum Laptop 15,Computing,2023-12-25,1499,Paid,Delivered,2024-01-01,None,Expired
ORD-933194,CUST-14567,4K HDR Monitor,Display,2023-12-23,599,Paid,Cancelled,2023-12-29,None,Expired
ORD-409610,CUST-14568,Noise-Cancelling Bud S,Audio,2025-03-20,129,Paid,In Transit,2025-03-24,None,Expired
ORD-889614,CUST-14568,Secure Router Pro,Networking,2025-03-26,199,Refunded,Not Shipped,2025-03-29,Completed,Expired
ORD-473818,CUST-14569,Noise-Cancelling Bud S,Audio,2025-03-03,129,Paid,Delivered,2025-03-06,None,Expired
ORD-842164,CUST-14569,Pro Headphones X,Audio,2025-03-06,299,Paid,Delivered,2025-03-11,None,Expired
ORD-188822,CUST-14569,Eco Charging Pad,Accessories,2025-03-02,49,Paid,Cancelled,2025-03-07,None,No Warranty
ORD-586580,CUST-14570,Quantum Laptop 15,Computing,2024-01-25,1499,Paid,Not Shipped,2024-01-30,None,Expired
ORD-421247,CUST-14570,Ultra Smartwatch v2,Wearables,2024-01-19,349,Paid,In Transit,2024-01-23,None,Expired
ORD-790238,CUST-14571,Pro Headphones X,Audio,2025-06-09,299,Paid,Delivered,2025-06-15,None,Expired
ORD-638876,CUST-14571,Pro Headphones X,Audio,2025-06-03,299,Processing Refund,Cancelled,2025-06-07,Processing,Expired
ORD-280529,CUST-14571,4K HDR Monitor,Display,2025-06-09,599,Paid,Not Shipped,2025-06-14,None,Expired
ORD-697932,CUST-14572,Secure Router Pro,Networking,2024-08-17,199,Paid,Delivered,2024-08-22,None,Expired
ORD-751570,CUST-14572,Quantum Laptop 15,Computing,2024-08-02,1499,Paid,Delivered,2024-08-05,None,Expired
ORD-557488,CUST-14572,Ultra Smartwatch v2,Wearables,2024-08-17,349,Unpaid,Not Shipped,2024-08-23,None,Expired
ORD-927137,CUST-14572,4K HDR Monitor,Display,2024-08-14,599,Paid,Delivered,2024-08-19,None,Expired
ORD-820510,CUST-14573,Quantum Laptop 15,Computing,2025-09-28,1499,Paid,In Transit,2025-10-04,None,Active
ORD-620666,CUST-14573,Quantum Laptop 15,Computing,2025-09-27,1499,Processing Refund,Cancelled,2025-09-30,Processing,Active
ORD-347478,CUST-14573,Pro Headphones X,Audio,2025-09-27,299,Refunded,Not Shipped,2025-10-03,Completed,Active
ORD-721646,CUST-14573,Ultra Smartwatch v2,Wearables,2025-10-13,349,Paid,Not Shipped,2025-10-16,None,Active
ORD-530241,CUST-14573,Eco Charging Pad,Accessories,2025-10-14,49,Paid,In Transit,2025-10-17,None,No Warranty
ORD-684291,CUST-14574,4K HDR Monitor,Display,2025-06-26,599,Paid,Delivered,2025-07-03,None,Expired
ORD-773894,CUST-14574,Quantum Laptop 15,Computing,2025-06-19,1499,Processing Refund,Delivered,2025-06-22,Processing,Expired
ORD-438043,CUST-14575,Pro Headphones X,Audio,2026-01-12,299,Processing Refund,Cancelled,2026-01-18,Processing,Active
ORD-493901,CUST-14575,4K HDR Monitor,Display,2026-01-19,599,Refunded,Not Shipped,2026-01-26,Completed,Active
ORD-138616,CUST-14575,Eco Charging Pad,Accessories,2026-01-18,49,Paid,Delivered,2026-01-22,None,No Warranty
ORD-255754,CUST-14576,Noise-Cancelling Bud S,Audio,2025-09-27,129,Paid,Cancelled,2025-10-02,None,Active
ORD-524093,CUST-14576,Quantum Laptop 15,Computing,2025-09-16,1499,Unpaid,Delivered,2025-09-23,None,Active
ORD-259104,CUST-14576,Ultra Smartwatch v2,Wearables,2025-09-25,349,Paid,Delivered,2025-09-30,None,Active
ORD-635083,CUST-14576,4K HDR Monitor,Display,2025-09-20,599,Paid,Delivered,2025-09-25,None,Active
ORD-574411,CUST-14577,Secure Router Pro,Networking,2024-11-03,199,Unpaid,Delivered,2024-11-07,None,Expired
ORD-526210,CUST-14578,Pro Headphones X,Audio,2025-10-17,299,Refunded,Delivered,2025-10-21,Completed,Active
ORD-447345,CUST-14578,Ultra Smartwatch v2,Wearables,2025-10-28,349,Unpaid,In Transit,2025-11-04,None,Active
ORD-510884,CUST-14578,Eco Charging Pad,Accessories,2025-10-30,49,Unpaid,In Transit,2025-11-06,None,No Warranty
ORD-618769,CUST-14578,Pro Headphones X,Audio,2025-10-27,299,Paid,Delivered,2025-10-30,None,Active
ORD-237578,CUST-14578,Ultra Smartwatch v2,Wearables,2025-10-19,349,Paid,Cancelled,2025-10-24,None,Active
ORD-552699,CUST-14579,Ultra Smartwatch v2,Wearables,2026-05-01,349,Unpaid,In Transit,2026-05-06,None,Active
ORD-571308,CUST-14579,Noise-Cancelling Bud S,Audio,2026-04-24,129,Paid,Delivered,2026-04-27,None,Active
ORD-366941,CUST-14579,Secure Router Pro,Networking,2026-04-17,199,Paid,Not Shipped,2026-04-20,None,Active
ORD-714231,CUST-14579,4K HDR Monitor,Display,2026-04-16,599,Paid,Not Shipped,2026-04-21,None,Active
ORD-852294,CUST-14579,Ultra Smartwatch v2,Wearables,2026-04-24,349,Paid,Delivered,2026-05-01,None,Active
ORD-440376,CUST-14580,Eco Charging Pad,Accessories,2026-03-20,49,Paid,In Transit,2026-03-26,None,No Warranty
ORD-987497,CUST-14581,4K HDR Monitor,Display,2026-04-22,599,Paid,Delivered,2026-04-29,None,Active
ORD-352049,CUST-14581,Ultra Smartwatch v2,Wearables,2026-04-04,349,Paid,Not Shipped,2026-04-09,None,Active
ORD-192730,CUST-14582,Noise-Cancelling Bud S,Audio,2023-11-28,129,Unpaid,Not Shipped,2023-12-04,None,Expired
ORD-213666,CUST-14582,Noise-Cancelling Bud S,Audio,2023-11-21,129,Refunded,Delivered,2023-11-25,Completed,Expired
ORD-414091,CUST-14582,Secure Router Pro,Networking,2023-11-16,199,Paid,Not Shipped,2023-11-23,None,Expired
ORD-174383,CUST-14583,Ultra Smartwatch v2,Wearables,2024-12-04,349,Paid,In Transit,2024-12-10,None,Expired
ORD-743409,CUST-14584,Pro Headphones X,Audio,2024-12-04,299,Paid,Delivered,2024-12-11,None,Expired
ORD-535691,CUST-14584,Noise-Cancelling Bud S,Audio,2024-12-04,129,Unpaid,In Transit,2024-12-08,None,Expired
ORD-900783,CUST-14584,Ultra Smartwatch v2,Wearables,2024-12-07,349,Paid,Delivered,2024-12-11,None,Expired
ORD-973740,CUST-14584,Pro Headphones X,Audio,2024-12-04,299,Unpaid,Delivered,2024-12-10,None,Expired
ORD-599990,CUST-14585,Pro Headphones X,Audio,2026-01-22,299,Processing Refund,Delivered,2026-01-25,Processing,Active
ORD-102246,CUST-14585,4K HDR Monitor,Display,2026-01-21,599,Refunded,Not Shipped,2026-01-28,Completed,Active
ORD-642488,CUST-14585,Quantum Laptop 15,Computing,2026-01-08,1499,Paid,Cancelled,2026-01-12,None,Active
ORD-626238,CUST-14586,Eco Charging Pad,Accessories,2025-02-14,49,Unpaid,Not Shipped,2025-02-18,None,No Warranty
ORD-492907,CUST-14586,Quantum Laptop 15,Computing,2025-02-02,1499,Refunded,Cancelled,2025-02-05,Completed,Expired
ORD-893527,CUST-14586,Secure Router Pro,Networking,2025-01-30,199,Refunded,Not Shipped,2025-02-04,Completed,Expired
ORD-320075,CUST-14586,Eco Charging Pad,Accessories,2025-02-16,49,Paid,Delivered,2025-02-23,None,No Warranty
ORD-158090,CUST-14586,Quantum Laptop 15,Computing,2025-02-02,1499,Refunded,In Transit,2025-02-06,Completed,Expired
ORD-522579,CUST-14587,Quantum Laptop 15,Computing,2026-05-25,1499,Paid,Cancelled,2026-05-31,None,Active
ORD-510898,CUST-14587,Pro Headphones X,Audio,2026-05-16,299,Processing Refund,Not Shipped,2026-05-22,Processing,Active
ORD-295302,CUST-14587,Noise-Cancelling Bud S,Audio,2026-05-25,129,Processing Refund,Delivered,2026-06-01,Processing,Active
ORD-121362,CUST-14588,Eco Charging Pad,Accessories,2025-03-19,49,Paid,Delivered,2025-03-23,None,No Warranty
ORD-643981,CUST-14588,Noise-Cancelling Bud S,Audio,2025-03-20,129,Paid,Delivered,2025-03-24,None,Expired
ORD-404862,CUST-14588,Ultra Smartwatch v2,Wearables,2025-03-14,349,Paid,Cancelled,2025-03-21,None,Expired
ORD-506432,CUST-14588,Quantum Laptop 15,Computing,2025-03-19,1499,Paid,Delivered,2025-03-24,None,Expired
ORD-742811,CUST-14589,Quantum Laptop 15,Computing,2024-10-06,1499,Paid,Cancelled,2024-10-09,None,Expired
ORD-434219,CUST-14589,4K HDR Monitor,Display,2024-10-13,599,Processing Refund,Delivered,2024-10-16,Processing,Expired
ORD-291603,CUST-14589,4K HDR Monitor,Display,2024-10-06,599,Paid,Not Shipped,2024-10-13,None,Expired
ORD-894828,CUST-14589,4K HDR Monitor,Display,2024-09-30,599,Paid,Delivered,2024-10-06,None,Expired
ORD-363821,CUST-14590,Quantum Laptop 15,Computing,2025-06-12,1499,Paid,Not Shipped,2025-06-19,None,Expired
ORD-886693,CUST-14591,Noise-Cancelling Bud S,Audio,2026-03-10,129,Paid,Delivered,2026-03-13,None,Active
ORD-748079,CUST-14591,Pro Headphones X,Audio,2026-02-25,299,Paid,In Transit,2026-03-02,None,Active
ORD-860748,CUST-14592,Secure Router Pro,Networking,2024-11-02,199,Paid,Delivered,2024-11-05,None,Expired
ORD-501983,CUST-14592,Ultra Smartwatch v2,Wearables,2024-10-23,349,Paid,Delivered,2024-10-30,None,Expired
ORD-428921,CUST-14592,Noise-Cancelling Bud S,Audio,2024-11-06,129,Unpaid,Cancelled,2024-11-10,None,Expired
ORD-115892,CUST-14593,Noise-Cancelling Bud S,Audio,2024-03-02,129,Unpaid,Delivered,2024-03-05,None,Expired
ORD-605149,CUST-14593,Noise-Cancelling Bud S,Audio,2024-03-03,129,Refunded,Cancelled,2024-03-08,Completed,Expired
ORD-477130,CUST-14593,Pro Headphones X,Audio,2024-03-16,299,Paid,Delivered,2024-03-20,None,Expired
ORD-105797,CUST-14593,Ultra Smartwatch v2,Wearables,2024-03-18,349,Paid,Not Shipped,2024-03-23,None,Expired
ORD-640192,CUST-14594,Secure Router Pro,Networking,2024-10-26,199,Paid,Cancelled,2024-10-31,None,Expired
ORD-558658,CUST-14594,Noise-Cancelling Bud S,Audio,2024-10-15,129,Paid,Delivered,2024-10-19,None,Expired
ORD-146919,CUST-14594,Quantum Laptop 15,Computing,2024-10-22,1499,Unpaid,Not Shipped,2024-10-28,None,Expired
ORD-187295,CUST-14594,Secure Router Pro,Networking,2024-10-15,199,Processing Refund,Not Shipped,2024-10-18,Processing,Expired
ORD-606550,CUST-14594,Quantum Laptop 15,Computing,2024-10-22,1499,Paid,Cancelled,2024-10-25,None,Expired
ORD-215806,CUST-14595,Pro Headphones X,Audio,2024-06-13,299,Refunded,Cancelled,2024-06-19,Completed,Expired
ORD-241684,CUST-14595,Quantum Laptop 15,Computing,2024-05-27,1499,Unpaid,Delivered,2024-06-03,None,Expired
ORD-153604,CUST-14595,Secure Router Pro,Networking,2024-05-30,199,Unpaid,Cancelled,2024-06-04,None,Expired
ORD-212932,CUST-14595,4K HDR Monitor,Display,2024-06-12,599,Paid,Delivered,2024-06-18,None,Expired
ORD-485778,CUST-14595,4K HDR Monitor,Display,2024-06-09,599,Paid,Delivered,2024-06-14,None,Expired
ORD-617712,CUST-14596,Noise-Cancelling Bud S,Audio,2024-06-16,129,Unpaid,Cancelled,2024-06-23,None,Expired
ORD-499306,CUST-14596,Secure Router Pro,Networking,2024-06-14,199,Refunded,In Transit,2024-06-18,Completed,Expired
ORD-721559,CUST-14596,Secure Router Pro,Networking,2024-06-22,199,Unpaid,Delivered,2024-06-27,None,Expired
ORD-381014,CUST-14596,Secure Router Pro,Networking,2024-07-01,199,Refunded,Cancelled,2024-07-05,Completed,Expired
ORD-897120,CUST-14596,Pro Headphones X,Audio,2024-07-02,299,Paid,Cancelled,2024-07-09,None,Expired
